,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,director_name,actor_1_name,actor_2_name,actor_3_name,imdb_id
3836,3500000,Action|Drama|Thriller|Crime|Mystery,,26268,,en,Harper,"Harper is a cynical private eye in the best tradition of Bogart. He even has Bogie's Baby hiring him to find her missing husband, getting involved along the way with an assortment of unsavory characters and an illegal-alien smuggling ring.",2.938973,Warner Bros.,United States of America,1966,12000000,121,English,Released,Harper takes a case - and the payoff is murder.,Harper,6.2,35,Jack Smight,Lauren Bacall,Julie Harris,Arthur Hill,tt0060490
3837,3500000,Crime|Drama|Mystery|Thriller,,573,london england|rape|police|suspense|serial kiler,en,Frenzy,"A serial murderer is strangling women with a necktie. The London police have a suspect, but he is the wrong man.",10.219942,Universal Pictures,United Kingdom,1972,12600000,116,English,Released,Just an ordinary necktie used with a deadly new twist.,Frenzy,7.1,158,Alfred Hitchcock,Alec McCowen,Barry Foster,Billie Whitelaw,tt0068611
3838,3500000,Mystery|Horror,http://a24films.com/films/witch/,310131,witch,en,The Witch,"New England in the 1630s: William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness. When their newborn son vanishes and crops fail, the family turns on one another. Beyond their worst fears, a supernatural evil lurks in the nearby wood.",50.319662,Parts and Labor,Canada,2016,40423945,92,English,Released,Evil takes many forms.,The Witch,6.3,1434,Robert Eggers,Ralph Ineson,Kate Dickie,Harvey Scrimshaw,tt4263482
3839,0,Action|Comedy,,40505,,en,I Got the Hook Up,"Two broke buddies feel lucky when they come upon a truckload of cellular phones and begin selling them out of the back of their van. Trouble arises though, when the phones develop faults. The two friends then not only have to deal with unsatisfied customers but also the FBI.",0.593068,Dimension Films,United States of America,1998,0,93,English,Released,A truckload of cell phones... turns into a boatload of cash!,I Got the Hook Up,5.4,8,Michael Martin,Anthony Johnson,Ice Cube,Tom Lister Jr.,tt0131436
3840,3500000,Comedy|Romance,,11363,brother brother relationship|taxi|ex-girlfriend|love of one's life|bride|agent|independent film|wedding,en,She's the One,"Mickey, a free-spirited New York cabbie, and Francis, a materialistic Wall Street stockbroker, are extremely competitive and confused about women as a result of their father's influence. Though they disagree about everything, they have one thing in common: Mickey's ex-fiance Heather is Francis's secret love. Though both brothers have beautiful wives, Heather triggers their longtime sibling rivalry",8.406025,Fox Searchlight Pictures,United States of America,1996,9482579,96,English,Released,A romantic comedy about two brothers... and the one thing that came between them.,She's the One,5.7,70,Edward Burns,Michael McGlone,Cameron Diaz,Jennifer Aniston,tt0117628
3841,10000000,Drama,http://www.godsandmonsters.net/,3033,gay|film director|dying and death|biography|homosexuality|author,en,Gods and Monsters,"It's 1957, and Whale's heyday as the director of ""Frankenstein,"" ""Bride of Frankenstein"" and ""The Invisible Man"" is long behind him. Retired and a semi-recluse, he lives his days accompanied only by images from his past. When his dour housekeeper, Hannah, hires a handsome young gardener, the flamboyant director and simple yard man develop an unlikely friendship, which will change them forever.",5.588652,Lions Gate Films,United Kingdom,1998,6451628,105,English,Released,,Gods and Monsters,6.8,81,Bill Condon,Brendan Fraser,Lynn Redgrave,Lolita Davidovich,tt0120684
3842,2000000,Crime|Drama|Mystery|Romance,http://www.elsecretodesusojos.com,25376,rape|secret|writing|homicide|kidnapping|passion|suspect|investigator|police|partner|murder|tension|justice|eye,es,El secreto de sus ojos,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,25.894065,100 Bares,Argentina,2009,33965843,129,Español,Released,,The Secret in Their Eyes,7.8,626,Juan José Campanella,Soledad Villamil,Pablo Rago,Javier Godino,tt1305806
3843,0,Horror|Thriller,,22007,,en,Train,This new Train tells the tale of an American wrestling team who board a train that just so happens to be used as a supermarket for organ harvesters.,3.280081,Nu Image Films,United States of America,2008,0,94,English,Released,You're in for a hell of a ride.,Train,4.8,36,Gideon Raff,Gideon Emery,Gloria Votsis,Derek Magyar,tt1015474
3844,3600000,Horror|Comedy|Fantasy,,765,blood splatter|chainsaw|spirit|violence|necronomicon,en,Evil Dead II,Ash Williams and his girlfriend Linda find a log cabin in the woods with a voice recording from an archeologist who had recorded himself reciting ancient chants from “The Book of the Dead.” As they play the recording an evil power is unleashed taking over Linda’s body.,35.674774,Renaissance Films,United States of America,1987,5923044,84,English,Released,The Sequel To The Ultimate Experience In Grueling Terror,Evil Dead II,7.6,742,Sam Raimi,Sarah Berry,Dan Hicks,Kassie DePaiva,tt0092991
3845,0,Action|Comedy,,10615,ladykiller|music|police officer|drug lord,en,Pootie Tang,"Pootie Tang, the musician/actor/folk hero of the ghetto, is chronicled from his early childhood to his battles against the evil Corporate America, who try to steal his magic belt and make him sell out by endorsing addictive products to his people. Pootie must learn to find himself and defeat the evil corporation for all the young black children of America, supatime.",3.115754,,United States of America,2001,0,81,English,Released,Too cool for words.,Pootie Tang,5.4,43,Louis C.K.,Lance Crouther,J.B. Smoove,Reg E. Cathey,tt0258038
3846,1000000,TV Movie|Horror,http://www.theasylum.cc/product.php?id=230,205321,california|helicopter|beach|tornado|hurricane|attack|blood|chainsaw|storm|explosive|danger|shark|flood,en,Sharknado,"A freak hurricane hits Los Angeles, causing man-eating sharks to be scooped up in tornadoes and flooding the city with shark-infested seawater. Surfer and bar-owner Fin sets out with his friends Baz and Nova to rescue his estranged wife April and teenage daughter Claudia",20.466433,The Asylum,United States of America,2013,0,86,English,Released,Enough said!,Sharknado,3.8,476,Anthony C. Ferrante,Tara Reid,Cassandra Scerbo,John Heard,tt2724064
3847,0,Drama|Foreign,,89540,female nudity,es,La otra conquista,"The film is a drama about the aftermath of the 1520s Spanish Conquest of Mexico told from the perspective of the indigenous Aztec people. It explores the social, religious, and psychological changes brought about by a historical process of colonization that both defined the American continent and is also highly reminiscent of today’s neocolonialism.",0.015597,,Mexico,1999,0,105,Español,Released,The spirit of a people can never be conquered.,The Other Conquest,5.4,4,Salvador Carrasco,José Carlos Rodríguez,Elpidia Carrillo,Iñaki Aierra,tt0175996
3848,3500000,Fantasy|Horror,http://trolljegeren.no/,46146,hunter|mountain|wilderness|adventure|forest|wildlife|conspiracy|troll|mockumentary|found footage|aftercreditsstinger,nb,Trolljegeren,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",12.982319,Filmkameratene A/S,Norway,2010,4159678,103,Norsk,Released,You believe it when you see it!,Troll Hunter,6.7,583,André Øvredal,Hans Morten Hansen,Tomas Alf Larsen,Johanna Mørck,tt1740707
3849,0,Comedy|Romance,,38007,independent film,en,Ira & Abby,"A neurotic, young psychology student, with low self-esteem, has a chance encounter with a free-spirited, extremely gregarious woman who works at the Paris Health Club in New York City, and who suggests that they immediately get married to see how it will work out. Both of the student's parents are analysts, and they provide the happy couple with a gift certificate for a year of marriage counseling as a wedding present.",0.595136,,United States of America,2006,0,104,,Released,"First comes love, then comes marriage, then comes therapy.",Ira & Abby,5.8,9,Robert Cary,Jennifer Westfeldt,David Margulies,Kali Rocha,tt0480251
3850,3500000,Comedy|Drama,,14256,independent film,en,Winter Passing,"Actress Reese Holden has been offered a small fortune by a book editor if she can secure for publication the love letters that her father, a reclusive novelist, wrote to her mother, who has since passed away. Returning to Michigan, Reese finds that an ex-grad student and a would-be musician have moved in with her father, who cares more about his new friends than he does about his own health and well-being.",3.643608,Yari Film Group,United States of America,2006,113783,98,English,Released,Sometimes you go looking for something you want. . . and find what you need.,Winter Passing,6.7,28,Adam Rapp,Will Ferrell,Ed Harris,Amy Madigan,tt0380817
3851,3500000,Action,,540,coming out|lesbian|female protagonist|in the closet|lgbt|corruption|woman director,en,D.E.B.S.,The star of a team of teenage crime fighters falls for the alluring villainess she must bring to justice.,6.396936,Destination Films,United States of America,2004,0,91,English,Released,Evil is so totally busted!,D.E.B.S.,5.6,90,Angela Robinson,Meagan Good,Jordana Brewster,Devon Aoki,tt0367631
3852,0,Crime|Action,http://freestylereleasing.com/the-masked-saint/,370464,pastor|based on true story,en,The Masked Saint,"The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor.",0.909067,Freestyle Releasing,United States of America,2016,0,111,English,Released,,The Masked Saint,2.9,7,Warren P. Sonoda,Lara Jean Chorostecki,T.J. McGibbon,Diahann Carroll,tt3103166
3853,3500000,Crime|Drama|Mystery|Thriller,,20055,kidnapping|apocalypse|murder|theft|trust|criminal|warehouse|flashback,en,The Betrayed,Kidnappers force a young mother (Melissa George) to recover money stolen by her shady husband (Christian Campbell).,1.348114,Metro-Goldwyn-Mayer (MGM),United States of America,2008,0,98,English,Released,What she doesn't know could kill her.,The Betrayed,5.2,10,Amanda Gusack,Oded Fehr,Christian Campbell,Alice Krige,tt1074191
3854,0,Action|Crime|Comedy|Thriller,,224569,machinegun,en,Taxman,"After a homocide that the police believe is over gasoline theft, a tax investigator discovers the Russian mafia is involved and that they are stealing millions in gasoline tax money. Only one rookie cop is willing to believe him and together they must get the evidence they need or die trying.",0.964802,Counterclock Productions,United States of America,1999,0,104,English,Released,"In life only two things are certain, death and taxes.",Taxman,2,1,Avi Nesher,Wade Dominguez,Elizabeth Berkley,Michael Chiklis,
3855,0,Drama,,395766,miniseries,en,The Secret,"The Secret is the story of a real-life double murder. James Nesbitt plays Colin Howell, a respectable dentist and pillar of the community, who became a killer in partnership with a Sunday school teacher, Hazel Buchanan, played by Genevieve O'Reilly.",0.042346,,,2016,0,200,,Released,,The Secret,0,0,Nick Murphy ,Genevieve O'Reilly,Jason Watkins,Laura Pyper,
3856,3500000,Horror|Thriller|Mystery,,39303,,en,2:13,"A police profiler has just returned from psychiatric leave only to find that he is caught up in a serial killer's rampage. Fighting to keep buried the trauma of his childhood, he must confront the all too-familiar flesh masks that the killer leaves on the faces of his victims. He must face his own demons along with the killer to save his small eroding existence.",1.271621,Anthem Pictures,United States of America,2009,0,96,English,Released,Killers Are Not Born ... They Are Made,2:13,4.6,10,Charles Adelman,Mark Pellegrino,Teri Polo,Kevin Pollak,tt1002561
3857,3500000,Action|Animation,,142061,dc comics|future|based on graphic novel|dystopic future|super powers,en,"Batman: The Dark Knight Returns, Part 2",Batman has stopped the reign of terror that The Mutants had cast upon his city.  Now an old foe wants a reunion and the government wants The Man of Steel to put a stop to Batman.,25.891466,DC Comics,United States of America,2013,0,78,English,Released,Justice Returns... Vengeance Returns... Redemption Comes to Gotham.,"Batman: The Dark Knight Returns, Part 2",7.9,419,Jay Oliva,Ariel Winter,David Selby,Michael Emerson,tt2166834
3858,3500000,Documentary,http://www.timetochoose.com,370662,climate change|documentary,en,Time to Choose,"Academy Award® winning director Charles Ferguson's new film investigates global climate change villains and heroes, and reveals practical solutions to act on.",1.618138,Representational Pictures,United States of America,2015,0,100,English,Released,Climate change for good.,Time to Choose,0,0,Charles Ferguson,Jane Goodall,Jerry Brown,Neal Barnard,
3859,3500000,Action|Adventure|Drama|Fantasy,,252360,based on video game,en,In the Name of the King III,"Hazen Kaine, an American contract killer living in Sofia, Bulgaria, gets more than he bargains for when he enters into a contract with the mob. One last job before he gets out and starts a new life for himself. The targets: the three children of royal billionaire Andon Dupont. Seems simple enough, or so he thought. Hazen apprehends the children, and before he can blink an eye, a simple necklace worn by one of the children sends his life spiraling back to medieval times. Now completely out of his element, Hazen fights for his life as he tries to escape a medieval army and a fierce fire-breathing dragon.",4.304341,,Bulgaria,2013,0,85,English,Released,,In the Name of the King III,3.3,19,Uwe Boll,Ralitsa Paskaleva,Bashar Rahal,Nikolai Sotirov,tt2379386
3860,3500000,Action|Drama|Thriller,,256740,,en,Wicked Blood,"Hannah and Amber Baker are trapped in a dark Southern underworld of violence, drugs and bikers. Both live in fear of their ""Uncle Frank"" Stinson, the ruthless leader of a crime organization.",3.158056,NAZZ Productions,United States of America,2014,0,92,English,Released,The Ultimate Endgame,Wicked Blood,5.3,37,Mark Young,James Purefoy,Sean Bean,Alexa PenaVega,tt2761578
3861,0,Drama,,299145,revenge|murder|u.s. marine,en,Dawn Patrol,"After the brutal murder of his beloved brother, a small-town surfer seeks revenge against the gang of merciless thugs he holds responsible. However, when another tragedy brings him face to face with the consequences of his actions, he must seek forgiveness from the very people he despises most.",3.230779,Enderby Entertainment,United States of America,2015,0,86,English,Released,Revenge comes at a price.,Stranded,5,11,"Daniel Petrie, Jr.",Rita Wilson,Jeff Fahey,David James Elliott,tt2073661
3862,3440000,Crime|Mystery|Thriller,,241766,wife husband relationship|gangster,en,Lords of London,"Tony is a notorious gangster with a big problem. He has woken up in an abandoned farmhouse, with blood on his shirt, and no memory of how he got there. He stumbles into a small town and discovers he’s in an Italian village that seems to be lost in time.",1.913302,,United Kingdom,2014,0,90,Italiano,Released,"In this city, crime is a family business.",Lords of London,3.6,6,Antonio Simoncini,Ray Winstone,Giovanni Capalbo,Serena Iansiti,
3863,3400000,Comedy|Music,,12535,hitman|lighthouse|spoof|hitchcockian,en,High Anxiety,"Dr. Richard Thorndyke arrives as new administrator of the Psychoneurotic Institute for the Very, VERY Nervous to discover some suspicious goings-on. When he's framed for murder, Dr. Thorndyke must confront his own psychiatric condition, ""high anxiety,"" in order to clear his name.",5.690619,Twentieth Century Fox Film Corporation,United States of America,1977,31063038,94,English,Released,The Master of Comedy takes on The Master of Suspense!,High Anxiety,6.5,84,Mel Brooks,Madeline Kahn,Cloris Leachman,Harvey Korman,tt0076141
3864,8000000,Documentary|Family,http://empereur.luc-jacquet.com/index_flash.htm,1667,parents kids relationship|penguin|egg|survival|snow,fr,La Marche de l'empereur,"Every year, thousands of Antartica's emperor penguins make an astonishing journey to breed their young. They walk, marching day and night in single file 70 miles into the darkest, driest and coldest continent on Earth.",17.537154,Wild Bunch,France,2005,127392239,80,Français,Released,"In the harshest place on Earth, love finds a way.",March of the Penguins,6.9,358,Luc Jacquet,Charles Berling,Romane Bohringer,Jules Sitruk,tt0428803
3865,3500000,Thriller|Drama,http://www.margincallmovie.com/,50839,capitalism|wall street|financial crisis|stock market|21st century,en,Margin Call,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,26.259389,Benaroya Pictures,United States of America,2011,19504039,107,English,Released,Be first. Be smarter. Or cheat.,Margin Call,6.7,524,J.C. Chandor,Paul Bettany,Jeremy Irons,Zachary Quinto,tt1615147
3866,0,Drama,http://erapfilms.com/august/,86549,drama|romance|gay relationship,en,August,"August tells the story of two former lovers, Troy and Jonathan, who reunite after a long ago painful breakup. After spending several years in Spain, Troy returns to Los Angeles and decides to phone Jonathan and meet for coffee. A seemingly innocent rendezvous turns into an attempt to revive passions past. Only this time it's not that simple as Jonathan has a new beau, Raul, and is trying to make the right decision a second time around.",1.419431,,,2011,0,100,Español,Released,,August,6.2,15,Eldar Rapaport,Daniel Dugan,Adrian Gonzalez,,tt1753460
3867,3000000,Comedy|Drama,,13973,strip club|sex addict,en,Choke,A sex-addicted con-man pays for his mother's hospital bills by playing on the sympathies of those who rescue him from choking to death.,11.637458,Fox Searchlight Pictures,United States of America,2008,3830137,92,English,Released,From the author of Fight Club,Choke,6,127,Clark Gregg,Anjelica Huston,Kelly Macdonald,Brad William Henke,tt1024715
3868,3300000,Drama,http://sonyclassics.com/whiplash/,244786,jazz|obsession|music teacher|new york city|violence|young adult,en,Whiplash,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",192.528841,Bold Films,United States of America,2014,13092000,105,English,Released,The road to greatness can take you to the edge.,Whiplash,8.3,4254,Damien Chazelle,J.K. Simmons,Melissa Benoist,Austin Stowell,tt2582802
3869,3300000,Drama|Crime,http://cidadededeus.globo.com/,598,male nudity|street gang|brazilian|photograph|1970s|puberty|ghetto|gang war|coming of age|woman director|1980s,pt,Cidade de Deus,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes: The eyes of an artist. By accident, he becomes a professional photographer, gaining his freedom.",44.356711,O2 Filmes,Brazil,2002,30641770,130,Português,Released,"If you run you're dead... if you stay, you're dead again. Period.",City of God,8.1,1814,Fernando Meirelles,Leandro Firmino,Phellipe Haagensen,Douglas Silva,tt0317248
3870,600000,Comedy|Drama,,11129,sex|salesclerk|boredom|relationship problems|party|relationship|drug|alcohol abuse|fashion|group of friends,en,Human Traffic,"All that exists now is clubs, drugs, pubs and parties. I've got 48 hours off from the world, man I'm gonna blow steam out of my head like a screaming kettle. I'm gonna talk cods hit to strangers all night. I'm gonna lose the plot on the dance floor, the free radicals inside me are freaking man!  Tonight I'm Jip Travolta, I'm Peter Popper, I'm going to Never Never Land with my chosen family, man. We're going to get more spaced out than Neil Armstrong ever did.  Anything could happen tonight, you know? This could be the best night of my life! I've got 73 quid in my back burner. I'm gonna wax the lot, man.  The milky bars are on me! Yeah!",4.859873,Irish Screen,United Kingdom,1999,4000000,99,English,Released,The Weekend has Landed!,Human Traffic,6.8,97,Justin Kerrigan,Danny Dyer,Lorraine Pilkington,Shaun Parkes,tt0188674
3871,3400000,Drama|Music,http://www.reneethemovie.com/,75861,depression|biography|drug,en,To Write Love on Her Arms,"The story follows 19-year-old Renee who has always loved fairy tales: the idea of a princess, a hero and a happily ever after. But Renee’s life is that of a darker tale: she’s a young woman battling addiction, depression and self-injury. In a creative blend of artistic fantasy balanced with harsh reality, the movie follows Renee on her courageous journey towards recovery.",6.723057,Two Streets Entertainment,United States of America,2015,0,118,English,Released,Based on the True Story that started a Global Movement.,To Write Love on Her Arms,6.8,47,Nathan Frankowski,Chad Michael Murray,Rupert Friend,Corbin Bleu,tt1850418
3872,0,Mystery|Drama|Crime|Thriller,,13551,prostitute|fire|newspaper|independent film|woman director,en,The Dead Girl,The clues to a young woman's death come together as the lives of seemingly unrelated people begin to intersect.,3.069605,Lakeshore Entertainment,United States of America,2006,0,85,English,Released,One life ends. Seven others begin.,The Dead Girl,6.4,66,Karen Moncrieff,Toni Collette,Rose Byrne,Josh Brolin,tt0783238
3873,3800000,Drama,,103663,father son relationship|denmark|lie|pedophilia|father|children|teacher|school|pedophile|divorce|search,da,Jagten,"A teacher lives a lonely life, all the while struggling over his son’s custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.",21.826888,Zentropa Entertainments,Denmark,2012,16800000,115,Dansk,Released,The lie is spreading.,The Hunt,7.9,927,Thomas Vinterberg,Alexandra Rapaport,Thomas Bo Larsen,Anne Louise Hassing,tt2106476
3874,0,Comedy|Family,,850,holiday|young boy|christmas|1940s,en,A Christmas Story,"The comic mishaps and adventures of a young boy named Ralph, trying to convince his parents, teachers, and Santa that a Red Ryder B.B. gun really is the perfect Christmas gift for the 1940s.",15.128316,Metro-Goldwyn-Mayer (MGM),United States of America,1983,19294144,94,English,Released,"Peace, Harmony, Comfort and Joy... Maybe Next Year.",A Christmas Story,7.4,344,Bob Clark,Darren McGavin,Peter Billingsley,Jean Shepherd,tt0085334
3875,0,Drama|Romance,,12586,waitress|beach|independent film|soccer|daughter|flashback,en,Bella,"An international soccer star is on his way to sign a multimillion dollar contract when something happens that brings his career to an abrupt end. A beautiful waitress, struggling to make it in New York City, discovers something about herself that she's unprepared for. In one irreversible moment, their lives are turned upside down.",1.814802,Mpower Pictures,Mexico,2006,0,91,English,Released,One person can change your life forever,Bella,6.7,37,Alejandro Monteverde,Angélica Aragón,Ali Landry,Jaime Tirelli,tt0482463
3876,4300000,Action|Drama|Horror|Crime|Thriller,,11564,usa|female nudity|detective|music teacher|nudity|punk|high school|vigilante|violence in schools|murder|independent film|teacher|gang|lesbian|juvenile delinquent|punk band|canuxploitation,en,Class of 1984,"Andy is a new teacher at a inner city high school that is like nothing he has ever seen before. There is metal detectors at the front door and everything is basically run by a tough kid named Peter Stegman. Soon, Andy and Stegman become enemies and Stegman will stop at nothing to protect his turf and drug dealing business.",5.643023,Guerilla High Productions,Canada,1982,0,98,English,Released,Class of 1984. Is this the future?,Class of 1984,6.2,66,Mark L. Lester,Merrie Lynn Ross,Tim Van Patten,Michael J. Fox,tt0083739
3877,3300000,Comedy,,301748,bet|divorce|sex,en,Opposite Sex,"A Bet's A Bet tells the story of Vince, New England's most successful divorce attorney. To Vince, life is one big competition, and losing is unacceptable. This also applies in his dating life with his love 'em and leave 'em approach. Then Vince meets Jane, who is beautiful, successful and also extremely driven. Together they enter into a series of entertaining wagers with each other where the winner gets to decide the fate of the loser. After all, ""A Bet's a Bet!""",2.964785,Magna Global Entertainment,United States of America,2014,45000,96,English,Released,"A battle of the sexes, winner takes all.",The Opposite Sex,4.1,9,Jonathan Silverman,Eric Roberts,Kristin Chenoweth,Dana Ashbrook,tt2796678
3878,2000000,Romance|Drama,,108346,lust,en,Dreaming of Joseph Lees,"Set in rural England in the 1950s Eva (Samantha Morton) fantasises about her handsome, worldly cousin Joseph Lees (Rupert Graves), with whom she fell in love as a girl. However, stuck in a closed community she becomes the object of someone else's fantasy, Harry (Lee Ross). When Harry learns that Eva is planning to leave the village in order to live with and look after the injured Lees, he devises a gruesome scheme in order to force her to stay and look after him.",0.11615,Fox Entertainment Group,United Kingdom,1999,7,92,English,Released,,Dreaming of Joseph Lees,8,1,Eric Styles,Samantha Morton,Nicholas Woodeson,Lee Ross,tt0144178
3879,0,Drama,,8841,paris|socially deprived family|literature|illegal immigrant|immigrant|education|boredom|class society|violence in schools|teacher|school|teachers and students,fr,Entre les murs,Teacher and novelist François Bégaudeau plays a version of himself as he negotiates a year with his racially mixed students from a tough Parisian neighborhood.,13.437038,Haut et Court,France,2008,28814580,128,Français,Released,The dynamics of a multicultural class and its teacher will enlighten.,The Class,6.8,174,Laurent Cantet,Franck Keïta,Esmeralda Ouertani,Rachel Regulier,tt1068646
3880,3200000,Horror|Drama|Mystery,,805,anti-christ|occult|demonic possession|catholic priest,en,Rosemary's Baby,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn't safe around their strange neighbors.,26.180367,Paramount Pictures,United States of America,1968,33395426,136,English,Released,Pray for Rosemary's Baby,Rosemary's Baby,7.5,863,Roman Polanski,John Cassavetes,Ruth Gordon,Sidney Blackmer,tt0063522
3881,3200000,Western,,11697,gunslinger|showdown|funeral|legend|to shoot dead|outlaw|lawyer|pistol|rancher|stagecoach|cowboy,en,The Man Who Shot Liberty Valance,"A senator, who became famous for killing a notorious outlaw, returns for the funeral of an old friend and tells the truth about his deed.",11.735287,Paramount Pictures,United States of America,1962,8000000,123,English,Released,Together For The First Time - James Stewart - John Wayne - in the masterpiece of four-time Academy Award winner John Ford,The Man Who Shot Liberty Valance,7.4,265,John Ford,James Stewart,Vera Miles,Lee Marvin,tt0056217
3882,0,Drama|Romance,http://www.foxsearchlight.com/adam/,22051,children's book,en,Adam,"Adam, a lonely man with Asperger's Syndrome, develops a relationship with his upstairs neighbor, Beth.",8.308442,Vox3 Films,United States of America,2009,2277396,99,English,Released,A story about two strangers. One a little stranger than the other...,Adam,6.9,150,Max Mayer,Rose Byrne,Peter Gallagher,Amy Irving,tt1185836
3883,0,Drama|Thriller|Crime,http://www.mariallenaeresdegracia.com/index.html,436,individual|new york|adolescence|colombia|drug traffic|cocaine|illegal immigrant|airplane|bravery|teacher|pregnancy,es,"María, llena eres de gracia",A pregnant Colombian teenager becomes a drug mule to make some desperately needed money for her family.,3.027892,Fine Line Features,Ecuador,2004,0,101,English,Released,"Based on 10,000 true stories.",Maria Full of Grace,6.9,101,Joshua Marston,Guilied Lopez,Yenny Paola Vega,John Álex Toro,tt0390221
3884,3200000,Drama|Romance|Comedy,http://focusfeatures.com/beginners,55347,gay|loss of mother|secret|coming out|loss of father|cancer,en,Beginners,"A young man is rocked by two announcements from his elderly father: that he has terminal cancer, and that he has a young male lover.",11.933449,Parts and Labor,United States of America,2010,5332926,105,English,Released,This is what love feels like.,Beginners,6.8,347,Mike Mills,Christopher Plummer,Mélanie Laurent,Goran Visnjic,tt1532503
3885,0,Action|Comedy|Horror,http://www.feast-movie.com/,10070,monster|pub|duringcreditsstinger,en,Feast,Patrons locked inside of a bar are forced to fight monsters.,8.825113,Neo Art & Logic,United States of America,2005,658573,95,English,Released,,Feast,6.1,160,John Gulager,Henry Rollins,Navi Rawat,Judah Friedlander,tt0426459
3886,2700000,Comedy,http://www.animalhouse.com/,8469,sex|nudity|college|fraternity|1960s|anarchic comedy,en,Animal House,"At a 1962 College, Dean Vernon Wormer is determined to expel the entire Delta Tau Chi Fraternity, but those troublemakers have other plans for him.",17.332585,Universal Pictures,United States of America,1978,141000000,109,English,Released,It was the Deltas against the rules... the rules lost!,Animal House,7,418,John Landis,Tim Matheson,John Vernon,Verna Bloom,tt0077975
3887,2500000,Adventure|Action|Thriller,http://www.mgm.com/view/movie/760/Goldfinger/,658,secret organization|secret intelligence service|secret lab|airplane|british secret service|duringcreditsstinger,en,Goldfinger,"Special agent 007 (Sean Connery) comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",47.812466,United Artists,United Kingdom,1964,124881062,110,普通话,Released,Everything he touches turns into excitement!,Goldfinger,7.2,987,Guy Hamilton,Honor Blackman,Gert Fröbe,Shirley Eaton,tt0058150
3888,2400000,Science Fiction|Horror,http://www.lucasclinic.com/,125490,injection|celebrity|satire|near future|virus|body horror,en,Antiviral,"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life .",11.753553,Alliance Films,Canada,2012,0,110,English,Released,What If You Could Feel Like They Do ...,Antiviral,5.7,112,Brandon Cronenberg,Sarah Gadon,Malcolm McDowell,Joe Pingue,tt2099556
3889,3180000,Drama|Family|Fantasy,,1585,holiday|angel|based on novel|bank|suicide attempt|small town|christmas tree|great depression|christmas eve|christmas,en,It's a Wonderful Life,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",42.868495,RKO Radio Pictures,United States of America,1946,9644124,130,English,Released,It's a wonderful laugh! It's a wonderful love!,It's a Wonderful Life,8,1076,Frank Capra,Donna Reed,Lionel Barrymore,Thomas Mitchell,tt0038650
3890,4000000,Drama|Crime,http://www.miramax.com/movie/trainspotting/,627,london england|alcohol|sex|based on novel|drug addict|drug deal|nightclub|junkie|heroin|hallucination|friendship|surreal|dark comedy|theft|cult film|illegal drug|drug deal,en,Trainspotting,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out, despite the allure of the drugs and influence of friends.",63.513324,Miramax Films,United Kingdom,1996,16491080,93,English,Released,Choose life.,Trainspotting,7.8,2655,Danny Boyle,Ewen Bremner,Jonny Lee Miller,Robert Carlyle,tt0117951
